Folio,Fecha,Ubicacion,Colonia,Hora,Tipo,COORDENADAS,Comentarios
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44667919"" target=""_blank"">44667919</a>",19/04/2021,; LERDO DE TEJADA ESQ ROBLE,SAN JERONIMO CALERAS/PUEBLA/PUEBLA,14:12:16,CONSUMO DE ALCOHOL EN VIA PUBLICA,"19.096379147797137, -98.21550807314043","[CELL], REPORTA QUE HAY UNA TIENDA QUE VENDE CERVEZA Y EN, EL LUGAR HAY 3 MASC CONSUMIENDO ALCOHOL Y ESTÁN, DROGADOS, TEL CEL, OK, ACUDE UNIDAD JA-010-POL. ROSALES MARTINEZ, DAVID-POL. VELAZCO GOMEZ HUGO, POR PARTE DE TORRE 1 SE LE RESGRESA LLAMADA, TELEFONICA A PETICIONARIO DE NOMBRE MARCELA, RODRIGUEZ CON NUMERAL 2215186595 QUE NOS INDICA, DE 3 MAS CULINOS INGIRIENDO BEBIDAS ALCOLICAS, AFUERA DE UNA TIENDA, NO DESEA SALIR A, ENTREVISTARSE POR SEGURIDAD PERSONAL, LA UNIDAD, EN EL LUGAR INDICA ENCONTRAR A DICHOS MASCULINOS, PERO NEGATIVO DE ENCONTARLOS INGIRIENDO BEBIDAS, ALCOLICAS POR LO QUE REALIZA INSPECCION Y, NEGATIVO DE ENCONTRARLES ALGO, SE ENTREVISTA CON, LA DUEÑA DE LA TIENDA QUE SOLO DICE NEGATIVO DE, QUE LOS MASCULINOS ESTUBIERAN TOMANDO, NO, PROPORCIONA MAS DATOS, LA UNIDAD TOMA GRAFICAS, DEL LUGAR, EL LUGAR QUEDA  SIN NOVEDAD, LA UNIDAD, CONTINUA CON SU RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44667945"" target=""_blank"">44667945</a>",19/04/2021,;CALLE 2 SUR NUM 901 A ESQ 9 Y 11OTE,EL CARMEN/PUEBLA/PUEBLA,14:15:27,OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS,"19.04054672675614, -98.1990342482358","TLACOQUEMECATL,BENITO JUAREZ,MEXICO D.F.,CIUDAD DE MEXICO,MX, ADT, ALARMA SONORA DE ROBO SIN CONFIRMAR, APROX 5 MIN, TEL CEL OK, UNIDAD SSC-CH2 ABORDO POL PAEZ SANCHEZ JORGE, ARMANDO //POL. LEON GONZALEZ RUBEN, UNIDAD SSC-CH2 ABORDO POL PAEZ SANCHEZ JORGE, ARMANDO //POL. LEON GONZALEZ RUBEN LA UNIDAD SE, ENTREVISTA CON C. ROSARIO ZAMBRANO NO PROPORCIONA, NUMERAL LA CUAL ARGUNMENTA HABER TENIDO, PROBLEMAS DE LUZ POR ESE MOTIVO SE ACTIVA SU, ALARMA DE EMERGENCIA EL LUGAR SE ENCUENTRA SIN, ALTERACION Y SIN NOVEDAD LA UNIDAD CONTINUA CON, SU RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44667997"" target=""_blank"">44667997</a>",19/04/2021,"; VIA ATLIXCAYOTL 1101 C.P 72190, PUEBLA, PUE. TELEFONO: 2223034600",PUEBLA CENTRO/PUEBLA/PUEBLA,14:22:36,SOLICITUD DE OTROS SERVICIOS PUBLICOS,"19.03385105891985, -98.22706571732316","CABINERO EN TURNO DE COMISARIA CORONANGO, PUEBLA,, OFICIAL MARCELO TLAHUEL GOMEZ, REFIERE QUE, INGRESA LA UNIDAD P-010//A CARGO DEL C. COMISARIA, DE SEGURIDAD PUBLICA DE CORONANGO, COMANDANTE, JORGE CHAPULI JIMENEZ, PORTANDO 1 F CORTO, SE, DIRIGEN AL CIS UBICADO EN VIA ATLIXCAYOTL 1101 CP, 72190 PUEBLA, PUE., TELEFONO: 2223034600, SE, DIRGE A UNA COMISION, PARA CONOCIMIENTO DE LOS, MANDOS BRINDEN EL APOYO NECESARIO A NUESTRA, UNIDAD DE SANTA MARIA CORONANGO, PUEBLA.**, SE DA DE CONOCIMIENTO A UNIDADES DE PMPUE"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668012"" target=""_blank"">44668012</a>",19/04/2021,; AV SANTUARIO NUM 4829 ESQ. DIAGONAL DEFENSORES DE LA REPUBLICA,MORELOS/PUEBLA/PUEBLA,14:23:49,PERSONA AGRESIVA,"19.06461807718728, -98.18812128848634","[CELL], PET REPORTA A LOS VECINOS QUE SE BRINCARON A SU, CASA Y ESTAN AGRESIVOS POR UNA REJA QUE QUITARON, FEM VESTIDA DE PANTS NEGRO Y MASC PANTALON DE, MESCLILLA Y CAMIZA GRIS, EN EL TRANSFONDO  DE LA LLMADA SE ESCUCHA UNA SRA, GRITANDO E INSULTANDO, SOLICITA LA UNIDAD PORQUE TEME POR SU SEGURIDAD, TEL CEL OK, 2DA LLAMADA DEL NÚMERO 221 150-7938 DIANA, BARRALES REFIERE SUS VECINOS ESTAN EN SU PATIO Y, ESTAN AGRESIVOS, UNIDAD VP-211  ABORDO LOS ELEMENTOS: JOSE EDUARDO, SANCHEZ RAMIREZ, UNIDAD VP-211 EN EL LUGAR INFORMA, SE ENTREVISTA, CON ANAHI REYES 2221132607 QUIEN REFIERE TENER, PROBLEMAS DE ARRENDAMIENTO CON SU VECINA DE, NOMBRE MINERVA LEON ORRONTE AMBAS PARTES SEÑALAN, QUE EL PREDIO LES PERTENECE, AL LUGAR ARRIBA, UNIDAD PE1014 A ABORDO RAUL CASTRO CRUZ + 1, SE, HACE RECOMENDACIÓN Y PROCEDIMIENTO A SEGUIR, QUEDANDO EL PUNTO SIN NOVEDAD, REPORTA LA UNIDAD PE- 1014 EN EL LUGAR SE, ENTREVISTA CON EL C. JOSE LUIS AURIOLES GONSALEZ, CEL-2225473761 MISMO QUE INDICA SON PROBLEMAS POR, LA POSECION DE UN TERRENO MISMOS QUE YA TIENEN, ACTA LEVANTADA SE LE INDICA LOS PROCEDIENTOS A, SEHUIR CONTINUANDO CON SU RECORRIDO LA UNIDAD, ESTATAL"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668067"" target=""_blank"">44668067</a>",19/04/2021,; CAMINO AL RELLENO SANITARIO S/N // PERIFERICO ECOLOGICO,SANTO TOMAS CHAUTLA/PUEBLA/PUEBLA,14:29:25,ASOCIACION DELICTUOSA O PANDILLERISMO,"18.99105772607109, -98.16378614994966","PET REPORTA A 4 MASCULINOS QUE ESTAB BANDALIZANDO, LA ZONA  DOS DE ELLOS VISTEN DE NEGROS Y LOS, OTROS DOS DE GRIS Y AZUL, MEZCLILLA, MENCIONA QUE ESTAN APEDREANDO UN TRANSFORMADOR Y, LAS CAMARAS DE SEGURIDAD, PIDE APOYO DE UNIDAD EN EL LUGAR, TEL CEL OK, INDICA CABINA ZONA 9 : REPORTA AL LUGAR UNIDAD, JA-013 ABORDO  POL. MARIO REYES ORTEGA Y POL., ARELY MONTSERRAT FIGUEROA ROSALES, EXTENSO RECORRIDO POR LA ZONA Y NEGATIVO DE, UBICAR A LOS MASCULINOS ANTES MENCIONADOS, LA, UNIDAD CONTINUA SU RECORRIDO, PEP CON DATOS DE POLICIA MUNICIPAL SE CIERRA, FOLIO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668074"" target=""_blank"">44668074</a>",19/04/2021,;CALLE 8-A SUR 3502,FRACC ANZURES/PUEBLA/PUEBLA,14:29:49,SOLICITUD DE OTROS SERVICIOS PUBLICOS,"19.02791839513149, -98.20036165965044","FOLIO INT: 5035 HORA  :   02:08 FECHA  :, 19/04/2021 UBICACIÓN   : CALLE 8-A SUR 3502,, ANZURES, 72530 PUEBLA, PUE., MÉXICO INCIDENCIA  :, PRUEBA DE LA APP POR PARTE DEL CIUDADANO, PETICIONARIO  :   JUAN BECERRA GONZALEZ TELEFONO, :    2211575753 ZONA :   6 VECTOR:    605 UNIDAD, :   VP-635 ELEMENTOS :   IDANIA GUADALUPE GARCIA, GARCIA REAL : SI PRUEBA : SI REPORTE, POLICIAL :  NOS ENTREVISTAMOS CON BONILLA CANO, PATRICIA 2461605500 POR PARTE DEL INSTITUTO INE, ESTÁN DESCARGANDO LA APLICACIÓN Y POR ERROR SE, ACTIVA SIN NOVEDAD DESCRIPCION DE LOS HECHOS:, SE LLAMA A PETICIONRIO Y REFIERE LA ACTIVO POR, ERROR AL DESCARGAR LA APLICACION DESPACHADOR :, DIANA  TIEMPO DE ATENCION :13 MINUTOS, ESTATUS** CERRADO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668098"" target=""_blank"">44668098</a>",19/04/2021,; 3 NTE ESQ 2 PTE,PUEBLA CENTRO/PUEBLA/PUEBLA,14:32:38,PERSONA SOSPECHOSA,"19.046253966003505, -98.199758117323","CELL AV 8 OTE 8, 112004, REPORTA QUE VIO SALIR DE UNA TIENDA A 2 MASC LOS, CUALES AL PARECER ASALTARON EL LUGAR DICE SE, FUERON A PIE CON SENTIDO AL ZÓCALO VAN VESTIDOS, DE PANTS GRIS CON PLAYERA DEL EQUIPO DE FUTBOL DE, LA SELECCIÓN MEXICANA Y EL OTRO CON PANTALÓN DE, MEZCLILLA Y PLAYERA BLANCA CON GORRAS AMBOS, EL, USUARIO ES TAXISTA Y VIO LOS HECHOS AL PASAR NO, SABE MAS DATOS, TEL PUB, OK, POL. 3º BECERRA CABALLERO RAUL Y POL SANCHEZ DE, JESUS MAURICIO, CABINA CH REGRESA LLAMADA A PETICIONARIO EN 2, OCASIONES Y NEGATIVO DE QUE CONTESTE SE LE, INFORMA A LA UNIDAD, POL. 3º BECERRA CABALLERO RAUL Y POL SANCHEZ DE, JESUS MAURICIO INFORMA LOS ELEMENTOS SE, ENTREVISTA CON EL C. JORGE GONZALEZ NO, PROPORCIONA NUMERAL INDICANDO QUE EL LUGAR SE, ENCUENTRA SIN ALTERACION Y SIN NOVEDAD INFORMA, ELEMENTOS PIE TIERRA CONTINUA CON SU RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668101"" target=""_blank"">44668101</a>",19/04/2021,; BENITO JUAREZ ESQ 16 DE SEPTIEMBRE,TRES CERRITOS/PUEBLA/PUEBLA,14:33:27,PERSONA SOSPECHOSA,"18.998851008056434, -98.252129101978","W: 1 CHAT:  PARTICULAR, HOMBRE DANDO VUELTA CON ARMA ES UN JOVEN ROBUSTO, MEDIO CALVO  CON PLAYERA ROSA, SSC-034 ABORDO POL//JOSE CARLOS MORALES, WEYVAS/ALMA JUAREZ ALVARADO, LA UNIDAD ARRIBA AL PUNTO REALIZA EXTENSO, RECORRIDO, SE MARCA A PETICIONARIO DE ZONA 7 Y, REFIERE SALIR, LA UNIDAD ESPERA EN EL PUNTO Y, PETICIONARIO NO SALE, NADIE REFIRE NADA, NEGATIVO, DE UBICAR A MASCULINO CON LAS CARACTERISTICAS, MENCIONADAS, SE MANDA EVIDENCIA GRAFICA Y SE, CONTINUA CON EL RECORRIDO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668125"" target=""_blank"">44668125</a>",19/04/2021,;PROL SAUCES NO. 2701 ENTRE 29 SUR Y LA VIA ATLIXCAYOTL,GRANJAS ATOYAC/PUEBLA/PUEBLA,14:36:36,OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS,"19.037669769496457, -98.22783960197751","TLACOQUEMECATL,BENITO JUAREZ,MEXICO D.F.,CIUDAD DE MEXICO,MX, ADT, ALARMA SILENCIOSA DE PANICO, ALARMA ACTIVA HACE 8 MIN, SOLICITA UNIDAD DE POLICIA, UNIDAD VP-303 ABORDO LOS ELEMENTOS POL.- MARIA DE, LOS ANGELES RAMÍREZ CRUZ / JOSE RAYMUNDO  DÍAZ, CASTELAN, UNIDAD VP-303 ABORDO LOS ELEMENTOS POL.- MARIA DE, LOS ANGELES RAMÍREZ CRUZ / JOSE RAYMUNDO  DÍAZ, CASTELAN EN EL LUGAR SE ENTREVISTA CON NABOR, PAREDES 2228130766 QUIEN MENCIONA QUE SE ACTIVO, SU ALARMA POR ERROR , ESTA SIN NOVEDAD EL PUNTO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668143"" target=""_blank"">44668143</a>",19/04/2021,; BOCA DEL RIO ESQ BARRA DE NAUTLA,PLAYAS DEL SUR/PUEBLA/PUEBLA,14:38:49,VIOLENCIA CONTRA LA MUJER,"18.952894578051513, -98.24698443081499","REPORTA QUE  EL PAPA DE SUS HIJA, ESTA EN VIA PUBLICA Y NO QUIERE REGRESARLE  ASU, MENOR HIJDA DE 4 AÑOS,  Y ESTA GRITANDO Y OFENDIENDO A LOS VECINOS, EL CEL OK, //, TELMUJER TOMA CONOCIMIENTO, //, INDICA CABINA ZONA 8 : REPORTA AL LUGAR UNIDAD, VP- 804 POL. ARCE LUNA MIGUEL DAVID Y POL: TELLEZ, CARREON REYNA IVETH UNIDAD AL LUGAR, SE REALIZA, LLAMADA A PETICIONARIO Y CUELGA LA LLAMADA, ASI, MISMO NADIE REFIERE NADA, LA UNIDAD CONTINUA., //, TELMUJER REALIZA LLAMADA,, EN LINEA, USUARIA MENCIONA QUE QUIERE QUE LA DEJE DE, MOLESTAR, //, LAURA MARTÍNEZ FLORES, MUJER DE 20 AÑOS DE EDAD,, CON DOS HIJAS DE 5 Y 4 AÑOS Y UN HIJO DE 2 AÑOS, DE EDAD, OCUPACIÓN LABORES DEL HOGAR, SOLTERA,, INSTRUCCIÓN PRIMARIA, NO HABLA LENGUA INDÍGENA,, NI LENGUAS EXTRANJERAS, SIN DISCAPACIDAD,, VIOLENCIA PSICOLÓGICA, FÍSICA MODALIDAD FAMILIAR,, LUGAR DE LA VIOLENCIA EN LA CALLE, LLAMADA, DIRECTA REFERIDA DE LA LÍNEA 911, GENERADOR DE, VIOLENCIA HOMBRE, EX PAREJA JOSÉ RAMÓN VEGA, FRANCISCO DE 36 AÑOS DE EDAD; REFIERE USUARIA QUE, SU EX PAREJA LA BUSCA, LA ENCUENTRA EN LA CALLE Y, LA GOLPEA LE QUITA A SUS HIJOS Y ÉL Y SU FAMILIA, VAN A SU CASA Y LE GRITAN; POR LO ANTERIOR DE, ACUERDO A SUS NECESIDADES SE PROPORCIONA APOYO Y, ASESORÍA SOBRE EL TEMA, SE BRINDA CONTENCIÓN, EMOCIONAL Y SE DA ORIENTACIÓN, SE RECOMIENDA, ACUDIR A FORMULAR SU DENUNCIA EL CENTRO DE, JUSTICIA PARA LAS MUJERES O LA UNIDAD DE, INVESTIGACIÓN ESPECIALIZADA EN VIOLENCIA FAMILIAR, Y DELITOS DE GÉNERO, LA USUARIA RECONOCE QUE VIVE, VIOLENCIA, SE INFORMA SOBRE ÓRDENES DE, PROTECCIÓN, SE HABLA SOBRE LOS TIPOS DE, VIOLENCIA, EL CICLO DE LA VIOLENCIA Y EL ESPIRAL, DE LA VIOLENCIA, SE INFORMA LA NECESIDAD DE, SOLICITAR APOYO PSICOLÓGICO, SE HABLA SOBRE REDES, DE APOYO Y PLAN DE SEGURIDAD, USUARIA TIENE LA, GUARDA Y CUSTODIA DE SUS HIJOS PUES ESTÁN, REGISTRADOS SOLO CON SUS APELLIDOS PORQUE EL, PADRE NO QUISO HACERLO, FINALMENTE SE DEJA A SU, DISPOSICIÓN EL NÚMERO DIRECTO DE LA LÍNEA EN CASO, DE TENER DUDAS AL RESPECTO O REQUERIR DE ALGÚN, APOYO Y DEL 911 EN CASO DE ALGUNA EMERGENCIA., PEP CON DATOS ANEZADOS SE CIERRA FOLIO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668178"" target=""_blank"">44668178</a>",19/04/2021,;DIAGONAL SAN MIGUEL NO. 3401- A ENTRE 32 PTE Y 34 PTE,SAN MIGUEL HUEYOTLIPAN/PUEBLA/PUEBLA,14:42:25,SOLICITUD DE OTROS SERVICIOS PUBLICOS,"19.06545515480732, -98.20379574430441","[CELL], REFIERE QUE 2 PERROS TIPO PITBULL PERTENCECIENTES, A SU VECINA ATACARON A SU HIJO  DE 16 AÑOS, REFIERE HUBO DIALOGO CON LA RESPONSABLE SIN, EMBARGO NO QUIERE HACERCE CARGO, MENCIONA NO REQUIERE AMBULANCIA YA QUE LAS, MORDEDORAS NO SON GRAVES, SIN EMBARGO DESEA POLICIA PARA ENTREVISTARSE, SE LE PROPORCIONA NUMERO DE CONTROL ANIMAL, UNIDAD VP-424/ GARCIA CARRETO JOAQUÍN / BERMUDEZ, VILLANUEVA JOSÉ DAVID, LA UNIDAD REFIERE ENTREVISTARSE CON JORGE SANCHEZ, LOPEZ CON NUMERAL 2229540449 LA CUAL REFIERE UNA, AGRESION ANIMAL A SU HIJO EL CUAL SE LE DAN, PROTOLOS A SEGUIR CON PROTECCION ANIMAL , EL, LUGAR QUEDA SIN NOVEDAD VP-424"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668245"" target=""_blank"">44668245</a>",19/04/2021,; 3ER ANDADOR DE LA 12 A SUR NUM 12013 DEP 3,INFONAVIT SAN JORGE/PUEBLA/PUEBLA,14:48:03,PERSONA AGRESIVA,"18.984555509181828, -98.21923611732376","[CELL], MENCIONA DE SU HERMANA ESTA AGRESIVA, PIDE APOYO DE UNIDAD DE POLICIA, LA PETICIONARIA TIENE UNA DISCAPACIDAD, NO ESTA EN EL LUGAR, ESTA AVENTANDO COSAS POR LA VENTANA, TELCEL //, OK, SSC-038 ABORDO POL.ROLANDO CARRILLO, VAZQUEZ/RAMIRO MTZ CEBALLOS LA UNIDAD ARRIBA AL, PUNTO SE ENCUENTRAN AL REDEDOR VARIOS VECINOS,, QUE NINGUNO MENCIONA QUIEN PIDIO EL AUXILIO, PERO, REFIERE QUE LA VECINA SUFRE DE SUS FACULTADES, MENTALES,QUE YA SE ENCUENTRA EN SU DOMICILIO, EL, PUNTO SE ENCUENTRA SIN ALTERACION, SE MANDA, EVIDENCIA GRAFICA Y SE CONTINUA CON EL RECORRIDO., EVIDENCIA GRAFICA Y SE CONTINUA CON EL RECORRIDO., PEP CON NOTAS DE POLICIA MUNICIPAL SE CIERRA, FOLIO, 2DA LLMADA SOLO REQUEIRE EL APOYO PARA RESGUARDAR, A SU HERMANO QUE SQQUE A SU HERMANAN  Y SE LE, LLEVE A INTERNAR, VP-717 A BORDO DE POL.DAVID FLORES CASTILLO, /LAURA VARGAS CRUZ, LA UNIDAD ARRIBA AL PUNTO SE MARCA A PETICIONARIO, Y PROPOCIONA EL NUMERAL DE SU HERMANO 2223736214,, QUIEN SE DEVUELVE LA LLAMADA Y REFIERE QUE LA, UNIDAD YA SE ENCUENTRA EN EL PUNTO. EL, PETICIONARIO REFIERE QUE NECESITA UNA UNIDAD PARA, TRASLADAR A SU HERMANA YA QUE SUFRE DE SUS, FACULTADES MENTALES, LA UNIDAD LE DA, PROCEDIMIENTOS A SEGUIR MANDA EVIDENCIA GRAFICA Y, CONTINUA CON SU RECORRIDO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668252"" target=""_blank"">44668252</a>",19/04/2021,; VILLA ESCONDIDA ESQ 116 PTE,PROFR JORGE MURAD M/PUEBLA/PUEBLA,14:48:37,RIÑA/PELEA CLANDESTINA,"19.089149110140003, -98.18160268645909","REPORTA QUE  SON  20 PERSONAS QUE SE  ESTAN, AGREDIENDO, TIENE MACHETES Y CUCHILLOS, TEL CEL OK, ACUDE UNIDAD VP-109 --POL. MEZA POBLANO, FELIPE-POL. ROJAS AGUAYO MARIA DEL RAYITO, POR PARTE DE TORRE 1 SE LE REGRESA LLAMADA, TELEFONICA A PETICIONARIO QUE SOLO NOS INDICA QUE, YA SE ENCUNTRA LA UNIDAD EN EL LUGAR, NO DA MAS, TADOS Y  CORTA LA LLAMADA, LA UNIDAD VP-109, --POL. MEZA POBLANO FELIPE-POL. ROJAS AGUAYO, MARIA DEL RAYITO EN EL LUGAR NOS INDICA QUE ES, AFIRMATIVA LA RIÑA, CON EL  APOYO DEL OMEGA Y, DEMAS UNIDADES CONTROLAN LA SITUCION INDICANDO, QUE SE TRATA DE PROBLEMAS ENTRE VECINOS, POR UNA, CONTRUCCION QUE SE ESTABA LLEBANDO ACABO, LA, UNIDAD INDICAN QUE ENTRE VECINOS LOGRAN LLEGAR A, UN ACUERDO POR LO QUE LA UNIDAD TOMA GRAFICAS DEL, LUGAR, LA UNIDAD INDICA QUE TODO SE ENCUENTRA SIN, NOVEDAD, LA UNIDAD CONTINUA CON SU RECORRIDO,, UNIDAD VP-109, ATENDIO POLICIA MUNICIPAL"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668257"" target=""_blank"">44668257</a>",19/04/2021,;CALLE PLATA ENTRE CALLE OPALO Y CALLE XOCHICALCO,LA JOYA/PUEBLA/PUEBLA,14:49:19,PERSONA SOSPECHOSA,"18.994222959227496, -98.18042131732363","PETICIONARIA REPORTA QUE ATRAS DE SU CASA ESCUCHA, GRITOS ,, MENCIONA QUE POSIBLEMENTE HAYA UNA PERSONA, ENCERRADA, SOLICITA UNIDAD PARA VERIFICAR, PE-1026-1062, CELL CALZ EMILIANO ZAPATA (CAMINO AL BATAN)/TLALOC, 112057, PE-1026 RECORRIO EL LUGAR Y NO SE UBICO A NINGUN, PETICIONARIO LA UNIDAD SE RETIRA DEL LUGAR, 2DA LLAMADA PREG POR LA PATRULLA Y DICE QUE SI LA, PATRULLA NO ENCUENTRA A LA FEM ELLA VA A ESTAR AL, PENDIENTE PARA DECIRLES EN DONDE ESCUCHO LOS, GRITOS, 3RA LLAMADA 221 437-7581 MENCIOA QUE VE LA UNIDAD, EN LA ESQUINA , YA SALIO PARA ENTREVISTARSE, INDICA CABINA ZONA 9 : REPORTA AL LUGAR UNIDAD, SSC-036 ABORDO POL. DULCE CARRERA ZACA Y POL., DESIDERIO MORA PÉREZ, FLOR DE MARIA  HERNANDEZ TEL. 2214377581 QUIEN, REFIERE QUE ESCUCHO UNOS GRITOS EN LA CASA DE, ATRÁS DE SU DOMICILIO, ASI MSMO LOS OFICIALES, ACUDEN AL LUGAR REFERIDO Y NO SE LOGRO UBICAR A, NINGUN AFECTADO O ALGUN RUIDO, DEJANDO EL PUNTO, SIN ALTERACION LA UNIDAD CONTINÚA"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668283"" target=""_blank"">44668283</a>",19/04/2021,;PRIV OAXACA NUM 527 ESQ 5 B SUR,EL PATRIMONIO/PUEBLA/PUEBLA,14:51:56,ALLANAMIENTO DE MORADA,"19.015968114101277, -98.22216637314139","[CELL], PET, REPORTA QUE PARIENTES SUYOS INGRESARON A SU, DOMICILIO SIN CONSENTIMIENTO PIDE APOYO DE UNIDAD, EN LUGAR YA QUE REFIERE QUE NO QUIEREN SALIR DE, SU DOMICILIO, TEL CEL OK, VP-702 ABORDO POL. ERICK RAUL LOPEZ VELAZQUE//, ANDREA VAZQUEZ MANZANO, SSC 701 ABORDO OMEGA 7 CMTE.- JUAN CARLOS FLORES, VAZQUEZ/ALEJANDRO RAMOS GUZMAN, LA UNIDAD ARRIBA AL PUNTO SE ENTREVISTA CON LA, C.VERONICA ROJAS ROMERO QUIEN REFIERE QUE SON, PROBLEMAS FAMILIARES, YA QUE SE ENCUENTRAN EN, DESACUERDOS EN PROPIEDADES HEREDAS, SE LES DA, PROCEDIMIENTOS A SEGUIR Y LA PETICIONARIA, REFIERE, SEGUIR EL SEGUIMINTO CON ABOGADO. EL, PUNTO SE ENCUENTRA SIN ALTERACION, SE MANDA, EVIDENCA GRAFICA Y LA UNIDAD CONTINUA CON SU, RECORRIDO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668303"" target=""_blank"">44668303</a>",19/04/2021,; JACARANDAS 330 ESQ 5 SUR,EL CERRITO/PUEBLA/PUEBLA,14:55:06,OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS,"19.021037776918483, -98.21633410197774","WHSATSAPP ADT, REPORTE: ACTIVACION DE ALARMA EN CASA  DE LA, SEÑORIA  SANDRA  SIGUENSA   TEL  2223543108, SSC 701 ABORDO OMEGA 7 CMTE.- JUAN CARLOS FLORES, VAZQUEZ/ALEJANDRO RAMOS GUZMAN, LA UNIDAD ARRIBA AL PUNTO SE REVISAN PUERTA Y, VENTANAS, EL PUNTO SE ENCUENTRA SIN ALTERACION,, SE MANDA EVIDENCIA GRAFICA Y SE CONTINUA EL, RECORRIDO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668320"" target=""_blank"">44668320</a>",19/04/2021,;CALLE FONTANERO EDF 9 DPTO 1,FRACC HACIENDA LAS FUENTES 2/PUEBLA/PUEBLA,14:55:46,SOLICITUD DE OTROS SERVICIOS PUBLICOS,"18.96154912846466, -98.25353678136453","PET REPORTA UNA FIESTA FUERA DEL DOMICILIO, PIDE APOYO DE UNIDAD EN EL LUGAR, APROX 8 MASCULINOS EN EDO DE EBRIEDAD, TEL CEL, INDICA CABINA ZONA 8 : REPORTA AL LUGAR UNIDAD, VP-824 A BORDO POL. 2O MOTA PIÑA JOSE LAZARO Y, POL.  NIEVES CENTENO HERIBERTO DEL ANGEL UNIDAD, AL LUGAR, SE HACE EXTENSO RECORRIDO PERO NEGATIVO, DE UBICAR ALGO, NADIE REFIERE NADA, LA UNIDAD, CONTINUA CON SU RECORRIDO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668340"" target=""_blank"">44668340</a>",19/04/2021,; 11 SUR ESQ 113 PTE,INFONAVIT AGUA SANTA/PUEBLA/PUEBLA,14:56:57,VEHICULO SOSPECHOSO,"18.991322008329707, -98.24567670197813","REPORTA  QUE HAY UN CARRO CHEVY COLOR NARANJA CON, PLACAS TZP9079 DE PUEBLA EL CUAL SU CHÓFER ESTA, ADENTRO DORMIDO PERO TIENE EL MOTOR EN MARCHA, TEME PASE UN ACCIDENTE, TEL PUB, OK, INDICA CABINA ZONA 8 : REPORTA AL LUGAR UNIDAD, VP-822 A BORDO POL: HERNANDEZ ESPINOSA FERNANDO Y, POL: SANTOS AVILA YESICA, UNIDAD AL LUGAR, SE HACEE EXTENSO RECORRIDO PERO, NEGATIVO DE UBICAR EL VEHICULO ANTES MENCIONADO,, NADIE REFIERE NADA, LA UNIDAD CONTINUA CON SU, RECORRIDO., PEP CON DATOS DE PLICIA MUNICIPAL SE CIERRA FOLIO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668414"" target=""_blank"">44668414</a>",19/04/2021,;43 PONIENTE 320,HUEXOTITLA/PUEBLA/PUEBLA,15:03:28,OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS,"19.02964932230464, -98.21096005965045","WHATSAPP, REPORTE: ME PUEDE APOYAR CON UNIDAD POR FAVOR, ACTIVACION DE ALARMA SONORA  LA RUTA DE LOS VINOS, UNIDAD VP-520 ABORDO LOS ELEMENTOS POL.- ROBERTO, CESARIO  HERMENEGILDO / ALEJANDRA MORAL RAMOS, UNIDAD VP-520 ABORDO LOS ELEMENTOS POL.- ROBERTO, CESARIO  HERMENEGILDO / ALEJANDRA MORAL RAMOS. EN, EL LUGAR, INDICA QUE EL LUGAR SE ENCUENYTRA, APARENTEMENTE SIN NOVEDAD, CORROBORAN QUE EL, LUGAR TIENE PUERTAS CERRADAS Y CANDADOS PUESTOS,, QUEDANDO SIN NOVEDAD."
